"","ALTERNATIVE","TIME"
"759","remote","135.19884"
"760","remote","117.438541"
"761","remote","141.66525"
"762","remote","124.108678"
"763","remote","133.138531"
"764","remote","131.581426"
"765","remote","82.59915"
"766","remote","101.957694"
"767","remote","99.508486"
"768","remote","54.07851"
"769","remote","62.261162"
"770","remote","112.711919"
"771","remote","103.467318"
"772","remote","74.988372"
"773","remote","96.711294"
"774","remote","135.723921"
"775","remote","108.019933"
"776","remote","107.022162"
"777","remote","96.445511"
"778","remote","115.772592"
"779","remote","112.374372"
"780","remote","44.523582"
"781","remote","119.105046"
"782","remote","135.03779"
"783","remote","113.341662"
"784","remote","49.068677"
"785","remote","155.084293"
"786","remote","29.452363"
"787","remote","126.155461"
"788","remote","205.520231"
"789","remote","14.423053"
"790","remote","127.652611"
"791","remote","97.155517"
"792","remote","87.669471"
"793","remote","100.65075"
"794","remote","86.319565"
"795","remote","64.46288"
"796","remote","131.375237"
"797","remote","82.36952"
"798","remote","76.541494"
"799","remote","73.858261"
"800","remote","61.107455"
"801","remote","24.151488"
"802","remote","67.139546"
"803","remote","143.352413"
"804","remote","61.994051"
"805","remote","27.027253"
"806","remote","69.731775"
"807","remote","141.556428"
"808","remote","147.032654"
"809","remote","81.87116"
"810","remote","42.730264"
"811","remote","111.972617"
"812","remote","53.177309"
"813","remote","22.679242"
"814","remote","63.358134"
"815","remote","94.849492"
"816","remote","25.651202"
"817","remote","49.572521"
"818","remote","120.419985"
"819","remote","23.687758"
"820","remote","130.811642"
"821","remote","92.705158"
"822","remote","22.694468"
"823","remote","133.545631"
"824","remote","109.342536"
"825","remote","116.186484"
"826","remote","45.529191"
"827","remote","84.045206"
"828","remote","57.824918"
"829","remote","85.351298"
"830","remote","22.284483"
"831","remote","82.571981"
"832","remote","62.86981"
"833","remote","133.32283"
"834","remote","47.054504"
"835","remote","23.73861"
"836","remote","27.874361"
"837","remote","22.210303"
"838","remote","25.227259"
"839","remote","128.837878"
"840","remote","48.269901"
"841","remote","126.580283"
"842","remote","50.806457"
"843","remote","34.070308"
"844","remote","59.034682"
"845","remote","71.800996"
"846","remote","70.687182"
"847","remote","92.869836"
"848","remote","29.475887"
"849","remote","87.088319"
"850","remote","1639.673171"
"851","remote","40.993966"
"852","remote","106.130052"
"853","remote","59.825655"
"854","remote","99.233138"
"855","remote","28.465693"
"856","remote","151.469564"
"857","remote","27.952961"
"858","remote","123.643764"
"859","remote","71.631986"
"860","remote","71.683909"
"861","remote","38.480767"
"862","remote","40.470452"
"863","remote","63.210886"
"864","remote","29.965029"
"865","remote","75.974232"
"866","remote","103.24813"
"867","remote","137.615483"
"868","remote","127.840139"
"869","remote","80.561483"
"870","remote","113.832801"
"871","remote","65.556084"
"872","remote","83.887012"
"873","remote","56.963628"
"874","remote","121.666583"
"875","remote","64.987887"
"876","remote","69.586085"
"877","remote","86.950032"
"878","remote","62.749936"
"879","remote","74.957549"
"880","remote","120.706208"
"881","remote","105.442435"
"882","remote","75.118569"
"883","remote","93.919763"
"884","remote","34.231216"
"885","remote","68.262022"
"886","remote","128.886294"
"887","remote","116.316465"
"888","remote","100.627834"
"889","remote","80.579497"
"890","remote","94.396381"
"891","remote","85.581204"
"892","remote","92.275302"
"893","remote","53.434604"
"894","remote","48.448409"
"895","remote","72.095418"
"896","remote","100.141206"
"897","remote","20.714041"
"898","remote","145.194571"
"899","remote","94.10943"
"900","remote","3221.491078"
"901","remote","80.192605"
"902","remote","132.311083"
"903","remote","72.96908"
"904","remote","37.867727"
"905","remote","22.55295"
"906","remote","89.781485"
"907","remote","75.499192"
"908","remote","24.906169"
"909","remote","42.79776"
"910","remote","105.764049"
"911","remote","107.386202"
"912","remote","84.994071"
"913","remote","23.282203"
"914","remote","87.163277"
"915","remote","16.094358"
"916","remote","110.10218"
"917","remote","143.003318"
"918","remote","51.774678"
"919","remote","62.07289"
"920","remote","106.382432"
"921","remote","28.806859"
"922","remote","56.463251"
"923","remote","69.183613"
"924","remote","19.979282"
"925","remote","56.512207"
"926","remote","118.535439"
"927","remote","20.618928"
"928","remote","62.555916"
"929","remote","86.08824"
"930","remote","140.058282"
"931","remote","66.578741"
"932","remote","73.866561"
"933","remote","53.737799"
"934","remote","21.963793"
"935","remote","54.133076"
"936","remote","145.958932"
"937","remote","80.756977"
"938","remote","39.083349"
"939","remote","33.026708"
"940","remote","48.802108"
"941","remote","60.745348"
"942","remote","143.504057"
"943","remote","108.634047"
"944","remote","130.341711"
"945","remote","21.815908"
"946","remote","29.871929"
"947","remote","143.712437"
"948","remote","105.055777"
"949","remote","76.423537"
"950","remote","98.785148"
"951","remote","29.807946"
"952","remote","96.113116"
"953","remote","142.895835"
"954","remote","50.422721"
"955","remote","19.432781"
"956","remote","97.797064"
"957","remote","55.113302"
"958","remote","60.406522"
"959","remote","125.4809"
"960","remote","100.688141"
"961","remote","117.423278"
"962","remote","62.255234"
"963","remote","26.552424"
"964","remote","59.880593"
"965","remote","32.10699"
"966","remote","117.41931"
"967","remote","88.990798"
"968","remote","136.124327"
"969","remote","63.093844"
"970","remote","73.257743"
"971","remote","139.139619"
"972","remote","125.017605"
"973","remote","106.545108"
"974","remote","108.046048"
"975","remote","127.285129"
"976","remote","115.595596"
"977","remote","55.237034"
"978","remote","99.105563"
"979","remote","134.794328"
"980","remote","117.007033"
"981","remote","130.16661"
"982","remote","63.098712"
"983","remote","18.492426"
"984","remote","59.505304"
"985","remote","51.933202"
"986","remote","83.653364"
"987","remote","47.603983"
"988","remote","133.725318"
"989","remote","104.88404"
"990","remote","111.962951"
"991","remote","25.825907"
"992","remote","18.00411"
"993","remote","101.8757"
"994","remote","94.745531"
"995","remote","137.182783"
"996","remote","32.601426"
"997","remote","114.001556"
"998","remote","73.168553"
"999","remote","125.57018"
"1000","remote","107.676617"
"1001","remote","38.992226"
"1002","remote","29.480231"
"1003","remote","134.185267"
"1004","remote","34.942655"
"1005","remote","74.869444"
"1006","remote","36.464887"
"1007","remote","78.951793"
"1008","remote","26.887001"
"1009","remote","211.966991"
"1010","remote","27.827603"
"1011","remote","119.116443"
"1012","remote","111.470815"
"1013","remote","72.873894"
"1014","remote","38.50317"
"1015","remote","99.335069"
"1016","remote","42.555978"
"1017","remote","186.730398"
"1018","remote","99.312756"
"1019","remote","114.380618"
"1020","remote","293.778936"
"1021","remote","32.796462"
"1022","remote","26.466542"
"1023","remote","30.758858"
"1024","remote","110.532921"
